Account-number Amount Date Time
ACC0037 +2689 2022-03-11 16:55:56
ACC0001 -37951 2022-04-09 12:32:48
ACC0025 -1949 2022-03-02 11:39:31
ACC0006 +5133 2022-04-24 15:55:04
ACC0023 +3390 2022-03-22 16:32:43
ACC0007 -3880 2022-03-24 03:54:34
ACC0001 +3689 2022-04-20 12:54:16
ACC0006 -15093 2022-03-09 04:36:48
ACC0028 -2771 2022-03-03 03:18:10
ACC0007 -7746 2022-02-07 14:30:51
ACC0046 +8802 2022-04-07 21:56:41
ACC0042 +3087 2022-04-29 00:00:29
ACC0049 +3676 2022-03-28 14:02:40
ACC0034 +6723 2022-02-20 15:57:02
ACC0041 +9191 2022-02-15 05:40:02
ACC0023 +6028 2022-02-24 23:01:38
ACC0022 -328 2022-02-22 18:49:17
ACC0042 -12209 2022-02-17 12:51:58
ACC0047 +5465 2022-03-28 16:37:07
ACC0008 -14498 2022-03-13 10:11:43
ACC0017 +1562 2022-04-21 05:55:50
ACC0033 -532 2022-03-29 22:48:19
ACC0026 +3392 2022-02-04 11:38:06
ACC0019 -11833 2022-04-27 16:47:16
ACC0043 -5848 2022-03-17 22:20:22
ACC0018 -5997 2022-02-10 13:35:40
ACC0007 +7876 2022-04-23 02:50:06
ACC0009 -3616 2022-04-26 07:05:26
ACC0005 +3316 2022-03-31 22:07:04
ACC0028 -6639 2022-03-23 19:36:43
ACC0014 -2093 2022-03-19 23:25:09
ACC0024 +5857 2022-04-25 12:03:50
ACC0017 -231 2022-02-25 07:22:37
ACC0022 -1121 2022-02-28 22:01:39
ACC0036 -7004 2022-03-24 19:57:07
ACC0042 +7706 2022-02-13 23:46:19
ACC0023 -5140 2022-03-29 01:12:21
ACC0036 +5967 2022-03-29 16:25:42
ACC0021 -1865 2022-02-18 22:45:39
ACC0044 -1714 2022-03-11 12:00:10
ACC0007 +2079 2022-04-28 04:58:11
ACC0030 +7371 2022-03-24 16:27:43
ACC0014 -7902 2022-03-19 17:30:49
ACC0045 -292 2022-02-02 03:44:08
ACC0034 -1838 2022-03-05 22:14:00
ACC0008 -11236 2022-03-23 01:24:26
ACC0040 -161 2022-03-21 14:31:40
ACC0013 -5056 2022-04-02 06:15:16
ACC0027 -449 2022-03-31 16:25:52
ACC0035 +2987 2022-02-28 08:34:38
ACC0050 -1481 2022-02-07 04:10:36
ACC0019 +3458 2022-03-03 12:51:31
ACC0043 +8084 2022-03-13 03:36:14
ACC0005 -3655 2022-03-18 19:13:52
ACC0021 +5184 2022-02-10 06:50:09
ACC0043 +8517 2022-03-24 02:11:44
ACC0003 -3234 2022-02-11 16:03:11
ACC0042 -450 2022-03-30 06:00:49
ACC0031 -7372 2022-04-15 08:29:57
ACC0007 +8518 2022-04-14 07:42:06
ACC0046 +7061 2022-02-26 13:54:39
ACC0009 -1449 2022-02-03 01:17:37
ACC0030 -4344 2022-04-17 15:36:43
ACC0020 +1436 2022-04-21 17:40:13
ACC0028 -12778 2022-03-27 20:48:02
ACC0048 +8910 2022-02-18 17:54:39
ACC0027 +5443 2022-03-22 23:22:36
ACC0033 +8388 2022-02-05 07:14:14
ACC0007 +7104 2022-02-01 01:06:26
ACC0043 +7017 2022-03-31 02:33:41
ACC0004 +8490 2022-03-30 15:30:16
ACC0029 -454 2022-04-03 10:54:03
ACC0034 -1943 2022-04-13 15:49:56
ACC0030 +6134 2022-04-11 19:34:48
ACC0003 +4952 2022-02-10 12:33:45
ACC0047 +9103 2022-04-24 04:15:57
ACC0013 -152 2022-02-03 08:02:45
ACC0036 -238 2022-02-17 18:52:42
ACC0041 -209 2022-02-02 17:36:53
ACC0038 -12413 2022-04-30 03:03:15
ACC0012 +8305 2022-03-03 01:31:11
ACC0048 -156 2022-02-03 10:07:50
ACC0001 -8128 2022-02-19 07:52:08
ACC0011 -159 2022-03-28 05:14:08
ACC0046 -487 2022-02-09 16:02:04
ACC0024 +8269 2022-02-16 23:27:21
ACC0018 +3037 2022-03-19 17:06:20
ACC0030 -234 2022-02-05 03:09:32
ACC0039 -3554 2022-03-01 16:48:18
ACC0002 +3580 2022-03-30 18:27:38
ACC0046 -7286 2022-02-18 05:20:38
ACC0009 +5215 2022-03-09 04:02:27
ACC0039 +3109 2022-02-13 04:56:47
ACC0012 -399 2022-02-05 08:50:17
ACC0010 -2530 2022-03-23 02:26:42
ACC0017 +9597 2022-03-24 05:36:22
ACC0036 -1653 2022-04-17 05:36:26
ACC0013 +9662 2022-03-21 23:23:26
ACC0048 +6251 2022-02-05 08:32:16
ACC0035 +3916 2022-04-13 15:52:45
ACC0025 +9983 2022-03-06 06:43:29
ACC0041 -11559 2022-04-21 21:29:48
ACC0032 -201 2022-03-06 16:39:46
ACC0032 +9729 2022-02-12 05:36:34
ACC0017 +8201 2022-04-18 17:37:14
ACC0006 -4366 2022-04-12 03:48:09
ACC0010 +8525 2022-03-13 08:48:11
ACC0005 +855 2022-03-02 19:10:10
ACC0025 -1065 2022-04-23 03:54:24
ACC0038 +4603 2022-03-16 12:27:44
ACC0045 +4451 2022-02-14 13:15:24
ACC0026 +6169 2022-04-19 00:58:46
ACC0042 +256 2022-03-26 18:46:30
ACC0001 -200 2022-02-02 05:20:50
ACC0019 -9569 2022-04-23 22:51:24
ACC0035 +3615 2022-03-04 15:03:55
ACC0014 +8186 2022-04-11 01:58:14
ACC0042 +1760 2022-04-20 14:49:02
ACC0038 +8254 2022-02-16 11:59:09
ACC0047 -14653 2022-04-25 21:23:40
ACC0009 -427 2022-03-04 21:43:12
ACC0039 +1465 2022-04-15 23:39:41
ACC0046 +2047 2022-02-15 06:34:12
ACC0033 +7916 2022-03-31 00:36:46
ACC0009 -1085 2022-04-01 21:14:43
ACC0018 +2498 2022-03-28 09:49:15
ACC0038 +4011 2022-04-08 05:30:52
ACC0020 -756 2022-02-23 18:19:44
ACC0014 +5718 2022-04-09 15:20:49
ACC0005 -435 2022-03-21 07:44:46
ACC0025 +483 2022-04-18 08:03:45
ACC0035 -14847 2022-02-08 08:39:31
ACC0022 -1812 2022-04-15 14:54:43
ACC0004 +1349 2022-03-06 12:25:32
ACC0035 -317 2022-03-14 18:49:29
ACC0017 +5105 2022-03-03 09:27:35
ACC0004 +896 2022-04-16 12:41:40
ACC0037 +9950 2022-02-04 23:23:55
ACC0045 -4545 2022-04-20 02:48:10
ACC0020 -13108 2022-04-10 11:11:37
ACC0034 +7711 2022-02-11 06:18:30
ACC0039 +8470 2022-02-03 05:13:19
ACC0018 +9577 2022-02-03 17:14:45
ACC0024 -9182 2022-03-27 23:33:55
ACC0011 +3862 2022-02-02 01:01:00
ACC0020 -176 2022-02-24 13:37:48
ACC0019 +4152 2022-04-25 03:48:28
ACC0018 +5195 2022-04-11 22:46:07
ACC0029 +5261 2022-04-09 02:47:34
ACC0027 +4894 2022-02-10 02:29:58
ACC0027 -3650 2022-04-25 02:49:16
ACC0050 -332 2022-03-29 07:09:57
ACC0043 +4313 2022-02-22 20:10:14
ACC0030 +4631 2022-02-26 18:13:31
ACC0020 -8333 2022-02-23 15:27:11
ACC0040 -1866 2022-02-06 10:24:29
ACC0002 -661 2022-02-10 12:02:19
ACC0006 +8268 2022-03-17 16:05:26
ACC0026 +5041 2022-02-15 09:27:54
ACC0046 +3181 2022-02-25 03:58:33
ACC0041 +3654 2022-02-26 18:24:17
ACC0038 -8685 2022-03-08 09:43:58
ACC0005 -992 2022-02-03 17:52:22
ACC0041 +8267 2022-03-04 06:05:10
ACC0014 +6783 2022-03-27 01:44:50
ACC0019 -681 2022-04-28 11:07:23
ACC0002 -1286 2022-03-22 03:56:54
ACC0032 +2763 2022-02-25 05:19:03
ACC0024 +2446 2022-03-07 16:24:50
ACC0038 +2087 2022-04-24 23:01:56
ACC0012 +5265 2022-03-26 06:23:16
ACC0030 -2610 2022-04-08 06:15:25
ACC0013 -12111 2022-03-25 14:24:55
ACC0036 -15201 2022-03-23 22:57:30
ACC0049 +3536 2022-03-23 20:17:05
ACC0049 -126 2022-04-27 23:32:22
ACC0013 +8427 2022-02-22 09:22:03
ACC0031 -1470 2022-03-27 15:42:46
ACC0046 +7117 2022-03-02 16:15:47
ACC0030 +3904 2022-02-21 11:01:10
ACC0003 -2224 2022-03-29 22:59:21
ACC0026 +6988 2022-02-25 04:51:10
ACC0011 -7244 2022-02-14 11:27:15
ACC0034 +491 2022-03-26 06:35:55
ACC0028 -4756 2022-02-14 15:29:19
ACC0010 +423 2022-02-21 23:22:43
ACC0044 +363 2022-03-18 14:52:52
ACC0030 -5766 2022-03-06 15:34:17
ACC0039 -3144 2022-02-15 02:57:57
ACC0032 +7371 2022-03-31 20:22:26
ACC0020 -5617 2022-03-16 11:26:05
ACC0021 +4693 2022-02-04 07:18:14
ACC0004 -9624 2022-03-01 15:47:03
ACC0008 +7032 2022-02-20 07:51:09
ACC0030 +1019 2022-03-22 05:22:23
ACC0029 -4673 2022-04-12 08:29:09
ACC0043 +9384 2022-02-27 05:04:27
ACC0036 -2968 2022-02-12 10:12:03
ACC0044 +7143 2022-03-24 11:59:23
ACC0040 -1873 2022-02-18 22:34:24
ACC0017 +7797 2022-02-28 16:42:31
ACC0020 +5271 2022-03-12 10:24:53
ACC0044 -4222 2022-02-17 00:05:37
ACC0043 +432 2022-04-06 01:30:14
ACC0028 +7484 2022-04-02 09:18:36
ACC0040 +5470 2022-02-03 19:29:49
ACC0047 -1547 2022-02-04 19:45:35
ACC0010 -1268 2022-03-28 01:10:16
ACC0041 -578 2022-03-24 17:16:46
ACC0050 -121 2022-04-16 09:47:27
ACC0047 -378 2022-02-08 08:52:18
ACC0028 -7548 2022-03-13 15:54:25
ACC0019 +2791 2022-04-08 21:31:07
ACC0010 -2471 2022-04-19 05:24:29
ACC0040 -3566 2022-02-03 22:53:59
ACC0017 +4292 2022-04-14 05:33:18
ACC0005 +6426 2022-04-23 11:54:34
ACC0044 +1615 2022-02-27 04:44:38
ACC0012 -3504 2022-03-15 12:31:05
ACC0014 -10782 2022-03-03 05:47:35
ACC0044 -1844 2022-03-09 01:35:24
ACC0021 -5261 2022-02-07 20:14:25
ACC0045 -11383 2022-04-28 09:31:41
ACC0039 -30345 2022-04-10 00:49:32
ACC0024 -207 2022-03-17 17:31:46
ACC0009 +6100 2022-04-19 05:26:32
ACC0015 +3036 2022-02-19 22:07:19
ACC0029 -6143 2022-04-03 09:32:48
ACC0003 -1893 2022-04-02 11:16:26
ACC0015 +9216 2022-04-17 23:07:50
ACC0025 -5651 2022-02-17 02:10:39
ACC0031 +4805 2022-04-10 23:40:03
ACC0007 +5799 2022-02-07 16:17:44
ACC0010 +3939 2022-02-25 19:57:09
ACC0034 -2005 2022-02-27 17:40:55
ACC0033 -9671 2022-02-22 07:34:59
ACC0050 +8582 2022-04-10 00:50:22
ACC0045 -2400 2022-02-27 10:33:54
ACC0035 +9858 2022-04-10 04:38:24
ACC0017 -849 2022-02-11 15:27:50
ACC0026 -4559 2022-02-13 19:22:25
ACC0037 +777 2022-04-25 22:20:01
ACC0031 -6424 2022-03-31 15:28:17
ACC0033 -2560 2022-04-04 00:21:43
ACC0035 +3733 2022-02-06 02:06:21
ACC0042 -1430 2022-04-21 04:10:37
ACC0049 -2685 2022-04-20 05:59:51
ACC0048 +6047 2022-02-09 20:12:38
ACC0050 +3504 2022-03-17 12:33:16
ACC0033 +4413 2022-04-17 22:52:46
ACC0022 -582 2022-04-17 06:31:53
ACC0001 -916 2022-02-24 18:45:25
ACC0048 -7356 2022-04-01 10:04:40
ACC0015 +3301 2022-03-12 19:28:30
ACC0002 +5515 2022-02-14 10:23:08
ACC0031 +8912 2022-02-22 21:08:44
ACC0046 +4070 2022-03-25 03:54:38
ACC0003 -188 2022-03-04 01:56:12
ACC0011 +3765 2022-02-19 11:57:42
ACC0002 +660 2022-04-18 09:04:59
ACC0031 -2143 2022-02-03 17:06:04
ACC0027 -6284 2022-03-07 16:28:39
ACC0049 -1074 2022-03-03 14:28:29
ACC0034 -684 2022-02-10 15:17:30
ACC0007 -21288 2022-04-06 19:21:55
ACC0017 +6828 2022-02-18 00:10:26
ACC0041 -5012 2022-04-23 04:07:58
ACC0025 +5921 2022-03-07 19:43:16
ACC0050 -1069 2022-04-23 03:03:21
ACC0020 +8343 2022-03-12 01:00:34
ACC0034 -3935 2022-03-10 17:36:49
ACC0016 -414 2022-02-28 21:24:06
ACC0010 +7334 2022-02-19 05:00:18
ACC0026 +8826 2022-04-16 20:18:42
ACC0040 +5435 2022-03-24 02:15:49
ACC0016 -398 2022-02-24 06:11:52
ACC0042 +3211 2022-04-28 09:31:49
ACC0003 -2968 2022-04-09 05:24:01
ACC0004 -1646 2022-03-29 08:58:18
ACC0022 +3195 2022-02-25 17:42:38
ACC0045 +4479 2022-04-13 09:00:36
ACC0019 +3521 2022-03-14 10:34:56
ACC0048 -5203 2022-04-20 12:14:40
ACC0021 -17924 2022-04-11 18:15:41
ACC0009 +1702 2022-03-27 03:06:27
ACC0050 -7217 2022-04-10 08:47:57
ACC0002 -3165 2022-03-02 10:03:54
ACC0034 -219 2022-03-18 18:28:55
ACC0047 -14799 2022-04-07 19:11:51
ACC0047 +8774 2022-02-22 16:29:29
ACC0030 +4880 2022-04-15 17:24:17
ACC0007 +1678 2022-02-15 20:07:15
ACC0005 -346 2022-04-10 18:51:37
ACC0033 -102 2022-02-04 09:41:05
ACC0001 +2265 2022-04-23 09:56:07
ACC0043 +6513 2022-04-19 08:43:49
ACC0026 -2489 2022-03-19 09:21:20
ACC0027 +2365 2022-03-07 19:35:21
ACC0006 -5263 2022-02-24 10:19:55
ACC0014 -516 2022-04-26 00:05:06
ACC0011 +5999 2022-02-05 19:50:16
ACC0046 +7572 2022-02-20 03:31:47
ACC0026 -15476 2022-03-10 16:50:22
ACC0007 +1190 2022-03-23 08:28:57
ACC0018 -4016 2022-02-25 05:53:02
ACC0004 +3995 2022-04-16 04:25:51
ACC0019 +5152 2022-04-08 09:49:23
ACC0014 -11580 2022-04-14 20:30:05
ACC0026 -8394 2022-04-12 18:59:48
ACC0008 -392 2022-04-19 06:00:40
ACC0021 +1048 2022-02-03 12:58:06
ACC0025 +3926 2022-04-11 09:37:55
ACC0018 -3190 2022-02-25 12:15:42
ACC0016 +6092 2022-04-16 01:08:49
ACC0016 -1558 2022-03-23 14:44:30
ACC0048 -24867 2022-04-08 23:58:00
ACC0020 +1809 2022-04-30 09:53:37
ACC0007 +8957 2022-02-04 03:24:23
ACC0045 -4530 2022-03-02 20:43:27
ACC0018 +4297 2022-03-16 18:32:20
ACC0012 -14789 2022-03-24 17:33:16
ACC0001 +9441 2022-04-04 22:21:11
ACC0033 -2605 2022-04-18 07:55:51
ACC0042 +1007 2022-04-02 15:14:38
ACC0046 -22317 2022-04-10 04:43:48
ACC0014 -4750 2022-04-02 19:31:24
ACC0023 +646 2022-03-13 16:17:37
ACC0005 +6712 2022-03-21 12:09:51
ACC0027 +1342 2022-04-24 04:49:41
ACC0018 +8559 2022-03-20 02:30:22
ACC0003 -378 2022-04-03 13:16:55
ACC0042 -3519 2022-04-26 01:42:43
ACC0010 +6127 2022-04-18 06:36:12
ACC0003 +7509 2022-02-18 14:11:08
ACC0026 +3325 2022-03-11 23:14:07
ACC0021 +7749 2022-03-04 01:41:43
ACC0041 -3669 2022-04-29 19:40:16
ACC0040 -2925 2022-04-23 21:25:17
ACC0009 +3230 2022-02-21 22:29:01
ACC0009 -444 2022-02-01 19:26:12
ACC0048 +1680 2022-02-06 12:45:38
ACC0024 -1466 2022-03-30 16:48:53
ACC0033 -1724 2022-04-24 23:22:05
ACC0035 +7872 2022-04-19 14:08:27
ACC0025 -4516 2022-03-28 22:44:36
ACC0035 -6294 2022-03-06 03:48:44
ACC0011 +8374 2022-04-06 10:10:52
ACC0043 +9656 2022-04-10 14:56:23
ACC0044 -9053 2022-04-06 19:17:41
ACC0047 +8253 2022-02-24 14:31:37
ACC0050 +6236 2022-04-29 06:34:47
ACC0037 -13423 2022-04-09 03:45:23
ACC0032 +5462 2022-04-03 11:25:44
ACC0034 -807 2022-04-27 12:46:56
ACC0027 -2830 2022-02-03 03:18:03
ACC0016 -4287 2022-02-10 17:10:31
ACC0030 +4153 2022-02-16 15:22:20
ACC0034 +9191 2022-04-15 23:24:04
ACC0022 +4272 2022-03-30 11:38:01
ACC0044 -482 2022-03-04 21:00:07
ACC0002 +7546 2022-02-21 23:24:19
ACC0015 -13121 2022-04-27 14:56:58
ACC0040 +9973 2022-03-05 21:14:45
ACC0047 +3599 2022-03-08 06:15:29
ACC0020 +6368 2022-03-09 05:03:36
ACC0047 -1868 2022-02-22 15:26:08
ACC0018 +7492 2022-03-14 21:58:44
ACC0016 -478 2022-02-03 18:46:30
ACC0004 +8764 2022-04-07 07:32:27
ACC0042 +7468 2022-02-17 03:04:05
ACC0016 -7972 2022-03-14 14:02:09
ACC0006 +4471 2022-04-27 14:06:15
ACC0019 -16507 2022-03-13 11:39:49
ACC0012 +9097 2022-04-06 16:22:12
ACC0040 +3982 2022-04-25 13:05:39
ACC0008 +196 2022-03-17 02:47:17
ACC0006 +575 2022-02-04 16:34:10
ACC0044 +3694 2022-03-07 08:10:24
ACC0013 -16027 2022-03-13 15:43:02
ACC0002 -353 2022-03-25 03:33:18
ACC0034 -389 2022-02-01 08:01:30
ACC0017 +1415 2022-04-22 20:06:33
ACC0011 +9443 2022-03-06 17:55:05
ACC0036 +4618 2022-04-14 12:21:48
ACC0015 +6503 2022-03-22 15:45:24
ACC0008 +3924 2022-03-11 01:38:55
ACC0031 -3965 2022-02-26 00:49:19
ACC0026 -424 2022-02-09 03:34:02
ACC0031 -180 2022-02-17 12:56:47
ACC0004 +8999 2022-04-13 01:12:09
ACC0037 +524 2022-03-11 04:59:27
ACC0016 +1971 2022-03-25 04:28:59
ACC0002 +2788 2022-03-08 21:40:56
ACC0026 +5553 2022-02-27 17:42:27
ACC0011 +8542 2022-02-12 02:29:07
ACC0046 -7373 2022-03-12 22:47:18
ACC0027 +8429 2022-02-15 14:57:31
ACC0039 -3637 2022-02-09 18:50:35
ACC0014 +1375 2022-02-25 23:15:06
ACC0035 -4657 2022-02-20 09:51:40
ACC0003 -7849 2022-02-22 12:29:58
ACC0047 -2685 2022-03-14 12:01:53
ACC0040 +6418 2022-04-16 04:42:59
ACC0043 -13803 2022-03-01 04:48:37
ACC0036 -3830 2022-04-29 13:25:50
ACC0048 -9180 2022-02-23 17:46:41
ACC0016 -2032 2022-04-22 17:08:09
ACC0034 -132 2022-04-18 14:16:57
ACC0020 -9174 2022-04-03 12:27:58
ACC0049 +6338 2022-04-09 12:25:52
ACC0012 -240 2022-04-13 03:48:11
ACC0032 +9157 2022-02-06 21:32:10
ACC0011 -1846 2022-04-16 14:37:24
ACC0003 +4236 2022-04-16 07:54:06
ACC0017 +2455 2022-04-05 23:30:49
ACC0042 +7580 2022-04-13 13:32:10
ACC0002 +2404 2022-02-09 18:00:49
ACC0019 -1112 2022-03-22 09:24:39
ACC0048 -6002 2022-03-14 22:06:24
ACC0039 -5357 2022-03-11 06:17:11
ACC0035 -357 2022-03-29 17:37:19
ACC0025 +2476 2022-02-14 16:37:56
ACC0008 -10746 2022-02-22 02:09:04
ACC0044 -483 2022-04-15 03:50:39
ACC0036 +2400 2022-04-25 03:58:26
ACC0033 -104 2022-02-11 02:17:02
ACC0049 -951 2022-02-25 00:54:21
ACC0020 +702 2022-04-12 17:55:13
ACC0032 -30658 2022-02-21 11:37:40
ACC0043 -278 2022-02-06 06:47:29
ACC0005 -11331 2022-03-14 04:28:53
ACC0039 +6157 2022-04-26 15:33:07
ACC0009 -35648 2022-03-02 06:00:16
ACC0034 -9729 2022-02-26 18:27:04
ACC0017 -6026 2022-03-02 04:51:35
ACC0040 +9924 2022-04-27 08:21:12
ACC0041 -194 2022-03-25 00:02:52
ACC0050 +7851 2022-04-23 08:26:00
ACC0046 +1237 2022-04-29 16:53:34
ACC0005 -556 2022-04-25 06:57:32
ACC0016 -6013 2022-04-24 20:02:45
ACC0038 +807 2022-03-15 20:28:46
ACC0003 +8793 2022-04-07 03:55:50
ACC0035 +5002 2022-02-23 20:57:32
ACC0044 +8054 2022-04-28 20:30:40
ACC0010 -3676 2022-04-12 20:28:14
ACC0010 +4960 2022-03-19 05:28:39
ACC0040 -105 2022-02-07 07:14:20
ACC0017 +2377 2022-03-12 21:11:03
ACC0049 +6300 2022-04-15 10:54:39
ACC0036 +2114 2022-03-12 23:41:12
ACC0049 +2840 2022-04-06 11:10:41
ACC0003 +393 2022-04-21 20:59:07
ACC0020 +5094 2022-02-21 17:23:39
ACC0036 -4103 2022-04-15 03:50:41
ACC0002 -128 2022-02-05 14:40:28
ACC0001 +7594 2022-03-10 16:54:27
ACC0012 -2330 2022-04-03 16:23:27
ACC0049 +7049 2022-04-09 13:28:40
ACC0029 +7280 2022-03-24 06:37:22
ACC0032 -11252 2022-04-10 00:44:11
ACC0024 -7384 2022-03-12 21:55:54
ACC0030 -1575 2022-03-22 22:08:07
ACC0016 +1674 2022-02-14 13:09:09
ACC0010 -1098 2022-02-15 09:42:29
ACC0033 +3612 2022-04-13 16:06:08
ACC0044 +7577 2022-03-13 03:38:26
ACC0014 -283 2022-03-24 11:35:10
ACC0036 -12083 2022-03-30 18:32:45
ACC0005 -2639 2022-04-23 15:34:28
ACC0010 +1270 2022-02-06 05:36:26
ACC0005 +2913 2022-03-26 10:08:09
ACC0002 +270 2022-03-11 13:21:24
ACC0012 -1056 2022-02-21 00:55:03
ACC0044 -2120 2022-02-13 17:13:12
ACC0049 +5027 2022-02-11 18:09:17
ACC0007 +7882 2022-04-29 02:34:17
ACC0038 +4638 2022-03-11 15:33:05
ACC0019 -1330 2022-04-03 11:03:05
ACC0015 +5271 2022-04-03 16:38:13
ACC0042 +3287 2022-03-18 06:05:20
ACC0019 -1216 2022-04-17 06:11:11
ACC0011 -2883 2022-02-08 13:52:02
ACC0046 -5577 2022-03-04 00:37:28
ACC0037 +7269 2022-04-19 10:57:00
ACC0018 +3267 2022-03-18 14:48:06
ACC0035 +8222 2022-04-03 20:10:29
ACC0024 -2252 2022-02-18 01:05:41
ACC0043 +7492 2022-02-12 22:41:00
ACC0028 -4481 2022-02-12 00:57:44
ACC0003 +6794 2022-02-08 22:07:25
ACC0023 -5359 2022-02-22 12:00:52
ACC0003 -12048 2022-02-20 18:34:05
ACC0006 -604 2022-04-13 17:11:04
ACC0009 +1921 2022-03-29 09:54:42
ACC0009 +8462 2022-02-18 13:41:41
ACC0010 +5533 2022-03-04 08:19:02
ACC0007 +3796 2022-03-29 03:34:48
ACC0046 -9273 2022-04-17 08:47:30
ACC0040 +6313 2022-02-18 14:45:33
ACC0035 -3395 2022-03-04 13:23:40
ACC0039 -1050 2022-02-19 09:17:20
ACC0033 +7270 2022-03-13 11:13:50
ACC0045 +6416 2022-02-06 05:29:47
ACC0028 -3988 2022-02-17 15:11:53
ACC0003 -5122 2022-04-30 01:42:26
ACC0010 -122 2022-02-27 16:54:17
ACC0017 +5434 2022-02-03 23:07:15
ACC0046 +7169 2022-04-22 05:30:29
ACC0010 -108 2022-04-15 01:49:15
ACC0048 +2569 2022-04-29 21:11:17
ACC0028 -5190 2022-04-18 13:29:39
ACC0038 -7154 2022-04-03 03:41:22
ACC0024 +9761 2022-03-21 23:28:39
ACC0021 +3358 2022-04-19 02:08:52
ACC0027 -6922 2022-04-21 10:39:29
ACC0045 -4607 2022-03-15 09:01:22
ACC0016 -105 2022-02-20 15:41:35
ACC0015 -5347 2022-02-14 00:40:38
ACC0035 -2230 2022-03-29 18:48:49
ACC0003 -164 2022-04-28 01:26:43
ACC0036 +3255 2022-03-09 21:17:17
ACC0005 +6258 2022-02-28 00:04:33
ACC0011 +2389 2022-04-02 10:17:31
ACC0008 -136 2022-02-10 16:06:15
ACC0028 +6908 2022-03-22 23:45:36
ACC0034 -154 2022-04-25 02:46:01
ACC0021 +1687 2022-02-11 22:00:31
ACC0041 +6296 2022-02-12 03:21:36
ACC0018 +3854 2022-02-28 04:30:32
ACC0038 -1318 2022-02-12 21:47:50
ACC0046 +2826 2022-04-21 10:01:07
ACC0040 -7428 2022-04-24 11:39:36
ACC0036 -3446 2022-02-27 15:51:15
ACC0027 -2433 2022-02-22 03:04:24
ACC0044 +1085 2022-04-16 21:22:25
ACC0007 +9467 2022-02-21 11:58:20
ACC0006 +5990 2022-03-04 21:27:51
ACC0003 -641 2022-03-31 04:39:57
ACC0019 +2288 2022-04-23 11:11:29
ACC0050 +8050 2022-02-01 08:35:40
ACC0049 +3521 2022-02-08 16:06:12
ACC0050 +3138 2022-04-07 23:26:14
ACC0013 -329 2022-02-09 15:39:25
ACC0045 +2362 2022-03-16 03:53:51
ACC0038 -3697 2022-02-08 16:17:40
ACC0006 -2872 2022-03-19 12:30:53
ACC0021 -10395 2022-03-23 08:28:22
ACC0040 -7840 2022-02-17 11:28:17
ACC0041 +1594 2022-03-26 05:00:33
ACC0013 +7754 2022-03-22 06:03:01
ACC0011 -2269 2022-04-08 16:36:54
ACC0019 -5588 2022-03-28 12:10:08
ACC0045 +6901 2022-03-27 20:03:44
ACC0017 +7586 2022-04-22 23:23:51
ACC0011 -553 2022-04-19 08:09:29
ACC0009 -1081 2022-04-02 12:39:42
ACC0023 +1935 2022-03-29 04:48:37
ACC0020 +853 2022-02-19 21:06:02
ACC0034 -195 2022-04-16 23:14:59
ACC0001 +2970 2022-03-16 04:28:12
ACC0041 +7186 2022-04-12 04:40:16
ACC0013 -17461 2022-02-23 20:19:12
ACC0040 -1375 2022-03-18 05:38:02
ACC0042 +4338 2022-03-22 11:21:52
ACC0009 -9399 2022-03-23 08:59:14
ACC0020 +5343 2022-02-28 12:20:01
ACC0007 +5080 2022-02-24 12:31:06
ACC0028 +6861 2022-02-23 06:25:51
ACC0025 -8576 2022-03-18 08:32:25
ACC0022 -430 2022-02-06 08:54:06
ACC0049 -6439 2022-04-22 11:37:20
ACC0038 -9260 2022-02-03 11:06:11
ACC0023 +7387 2022-02-23 14:56:29
ACC0007 +6223 2022-03-21 03:54:30
ACC0032 +5718 2022-02-11 19:11:49
ACC0005 +1873 2022-04-28 19:51:19
ACC0015 -739 2022-02-20 23:02:21
ACC0022 +569 2022-03-22 04:31:08
ACC0033 -1238 2022-03-26 00:28:18
ACC0030 +3558 2022-02-19 08:36:06
ACC0009 -904 2022-04-19 03:46:03
ACC0002 -422 2022-03-24 07:53:25
ACC0021 -9273 2022-03-20 19:01:12
ACC0044 -431 2022-02-19 13:18:54
ACC0033 +1833 2022-02-16 05:16:08
ACC0029 +9894 2022-02-27 04:45:56
ACC0035 +8964 2022-04-02 11:01:45
ACC0039 +9880 2022-03-10 00:01:46
ACC0046 +3724 2022-03-30 12:12:08
ACC0019 +5389 2022-02-16 05:34:31
ACC0044 +6510 2022-02-27 11:21:30
ACC0034 -10724 2022-04-16 05:21:53
ACC0030 +8370 2022-03-01 04:10:59
ACC0010 -9903 2022-02-26 17:39:18
ACC0007 +3289 2022-02-05 08:02:15
ACC0025 +3303 2022-03-03 12:46:00
ACC0047 +2157 2022-02-01 07:46:14
ACC0042 -2155 2022-03-07 22:29:36
ACC0024 +8065 2022-02-02 18:06:49
ACC0013 -167 2022-02-16 00:58:35
ACC0037 -11722 2022-03-31 17:58:02
ACC0039 +4525 2022-02-23 12:30:57
ACC0033 +4149 2022-03-29 00:16:21
ACC0038 +746 2022-02-09 11:19:15
ACC0004 +380 2022-02-28 16:44:11
ACC0047 +8815 2022-03-08 09:31:14
ACC0030 -110 2022-02-16 01:41:41
ACC0038 +5985 2022-02-17 11:52:18
ACC0043 +2617 2022-03-14 09:30:19
ACC0005 -981 2022-02-18 05:50:55
ACC0048 +1683 2022-03-01 18:02:44
